id,nombre,nombre_en,tema,familia,smiles,smiles_ph74,cas,chembl_id,notas
QFDOS-074,Salbutamol (Albuterol),Salbutamol,Agonistas adrenergicos directos,Saligenina,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,18559-94-9,CHEMBL714,"Hito farmacológico en el asma (Ventolin, 1969). Sustituye el fenol meta por un hidroximetilo (-CH2OH), bioisóstero que retiene el enlace de hidrógeno con el receptor beta2 pero es completamente insensible a la metilación por la COMT, multiplicando la duración de acción. Además, el grupo tert-butilo en nitrógeno proporciona selectividad beta2 bronquial frente a beta1 cardíaco. Se comercializa como racemato."
QFDOS-075,(R)-Salbutamol (Levosalbutamol),Levosalbutamol,Agonistas adrenergicos directos,Saligenina,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,CC(C)(C)[NH2+]C[C@H](O)c1ccc(O)c(CO)c1,34398-89-9,CHEMBL1201103,"Eutómero (R)-(-) activo del salbutamol. Posee una afinidad por los receptores beta2 aproximadamente 100 veces superior a la del enantiómero (S)-(+)-distómero, evitando los posibles efectos pro-inflamatorios e hiperreactivos atribuidos a este último. Configuración (R)."
QFDOS-076,Normetanefrina,Normetanephrine,Agonistas adrenergicos directos,Feniletanolamina,COc1cc(C(O)CN)ccc1O,COc1cc(C(O)C[NH3+])ccc1O,97-31-4,CHEMBL1201109,"Metabolito inactivo generado por O-metilación del hidroxilo fenólico en C3 de la noradrenalina catalizada por la catecol-O-metiltransferasa (COMT). Al transformarse el fenol donador en un éter metílico aceptor/voluminoso se destruye el puente de hidrógeno esencial con el receptor, causando la pérdida total de actividad adrenérgica."
QFDOS-077,Salbutamol analogo hidroxietilico,Salbutamol hydroxyethyl analog,Agonistas adrenergicos directos,Saligenina,CC(C)(C)NCC(O)c1ccc(O)c(CCO)c1,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CCO)c1,,,Compuesto clave en el estudio de REA del receptor beta2: demostró que la inserción de un espaciador de dos carbonos (-CH2CH2OH) sigue permitiendo el enlace de hidrógeno con el receptor. Definió el concepto docente de que la región de unión complementaria del receptor debe considerarse como un volumen tridimensional disponible antes que como un punto geométrico puntual rígido.
QFDOS-078,Fenilefrina,Phenylephrine,Agonistas adrenergicos directos,Feniletanolamina,CNC[C@H](O)c1cccc(O)c1,C[NH2+]C[C@H](O)c1cccc(O)c1,59-42-7,CHEMBL1215,"Agonista alfa1-adrenérgico selectivo directo. Conserva el OH fenólico en meta pero carece del OH en para; al no ser catecol, resiste la COMT y presenta mayor duración. Produce vasoconstricción periférica intensa; fármaco de referencia como descongestivo nasal tópico y vasopresor sistémico. Eutómero (R)-(-)."
QFDOS-079,Nafazolina,Naphazoline,Agonistas adrenergicos directos,Imidazolina,c1ccc2c(CC3=NCCN3)cccc2c1,c1ccc2c(CC3=[NH+]CCN3)cccc2c1,835-31-4,CHEMBL761,"Agonista alfa-adrenérgico directo derivado de la 2-imidazolina (2-(1-naftilmetil)-4,5-dihidro-1H-imidazol). Ilustra que los receptores alfa son más permisivos estructuralmente que los beta, tolerando la sustitución completa de la feniletanolamina por un sistema heterocíclico. Potente vasoconstrictor tópico ocular y nasal. Sintetizada a partir de 1-naftilacetonitrilo y etilendiamina."
QFDOS-080,Dicloroisoproterenol (DCI),Dichloroisoproterenol,Bloqueadores beta-adrenergicos,Diclorofeniletanolamina,CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,CC(C)[NH2+]CC(O)c1ccc(Cl)c(Cl)c1,55-27-6,CHEMBL30816,"Primer bloqueante beta de la historia (Powell y Slater, 1958). Diseñado sustituyendo bioisostéricamente los dos fenoles de la isoprenalina por cloro (-Cl). Aunque bloqueaba las acciones de agonistas completos, demostró ser un agonista parcial con considerable actividad simpaticomimética intrínseca (ASI), lo que impidió su empleo como antihipertensivo."
QFDOS-081,Pronetalol,Pronethalol,Bloqueadores beta-adrenergicos,Naftiletanolamina,CC(C)NCC(O)c1ccc2ccccc2c1,CC(C)[NH2+]CC(O)c1ccc2ccccc2c1,54-80-8,CHEMBL16476,"Diseñado por James Black en 1962 (Alderlin) reemplazando el anillo diclorofenilo por un núcleo de 2-naftilo. Primer bloqueante beta puro sin agonismo parcial. Fue retirado de inmediato de la investigación clínica por provocar tumores tímicos en animales de laboratorio, motivando la búsqueda de nuevos esqueletos no tumorigénicos."
QFDOS-082,(S)-Propranolol,(S)-Propranolol,Bloqueadores beta-adrenergicos,Ariloxipropanolamina,CC(C)NC[C@H](O)COc1cccc2ccccc12,CC(C)[NH2+]C[C@H](O)COc1cccc2ccccc12,4199-52-2,CHEMBL27,"Hito cumbre de Black (1964; Premio Nobel 1988, Sumial). Bloqueante puro, 10-20 veces más activo que pronetalol y sin carcinogenicidad. Introduce el espaciador -OCH2- entre el 1-naftilo y el aminoalcohol, fundando la familia de las ariloxipropanolaminas. Eutómero (S) debido a la inversión de prioridad CIP del -OCH2Ar frente al arilo, manteniendo idéntica orientación espacial del OH que la (R)-noradrenalina. Bloqueador mixto beta1/beta2 (contraindicado en asma)."
QFDOS-083,(R)-Propranolol,(R)-Propranolol,Bloqueadores beta-adrenergicos,Ariloxipropanolamina,CC(C)NC[C@@H](O)COc1cccc2ccccc12,CC(C)[NH2+]C[C@@H](O)COc1cccc2ccccc12,13071-11-9,CHEMBL1200424,"Distómero del propranolol. Su afinidad por los receptores beta es ~100 veces inferior a la del enantiómero (S). No obstante, retiene la actividad estabilizadora de membrana (bloqueo de canales de sodio cardíacos, efecto anestésico local/antiarrítmico de clase I) y la inhibición de la conversión periférica de T4 a T3."
QFDOS-084,Practolol,Practolol,Bloqueadores beta-adrenergicos,Ariloxipropanolamina,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,CC(=O)Nc1ccc(OCC(O)C[NH2+]C(C)C)cc1,6673-35-4,CHEMBL6995,"Primer bloqueante beta1-cardioselectivo introducido en clínica (Eraldin). El grupo acetamido (-NHCOCH3) en para del anillo fenílico establece enlaces de hidrógeno complementarios específicos con el receptor beta1 del corazón, bloqueando el miocardio sin inducir broncoconstricción en pacientes asmáticos. Sintetizado a partir de 4-acetamidofenol (paracetamol), epiclorhidrina e isopropilamina."
QFDOS-085,Piperoxano,Piperoxan,Bloqueadores alfa-adrenergicos,Benzodioxano,C1CCN(CC2Oc3ccccc3O2)CC1,C1CC[NH+](CC2Oc3ccccc3O2)CC1,59-39-2,CHEMBL31836,"Primer antagonista alfa sintético de la historia (Fourneau y Bovet, 1933; F 933). Estructura basada en el 1,4-benzodioxano con un grupo piperidinometilo en C2. Actúa como antagonista competitivo sobre receptores alfa vasculares y sirvió para definir farmacológicamente el bloqueo simpaticolítico periférico."
QFDOS-086,(S)-Prosimpal,(S)-Prosympal,Bloqueadores alfa-adrenergicos,Benzodioxano,CCN(CC)C[C@@H]1Oc2ccccc2O1,CC[NH+](CC)C[C@@H]1Oc2ccccc2O1,63-01-4,,"2-(dietilaminometil)-1,4-benzodioxano (F 883). Eutómero activo (S)-(-). Demuestra una potencia bloqueadora alfa-adrenérgica seis veces superior a la de su enantiómero (R)-(+), siendo el modelo clásico del curso para ilustrar la estereoselectividad en antagonistas alfa heterocíclicos."
QFDOS-087,(R)-Prosimpal,(R)-Prosympal,Bloqueadores alfa-adrenergicos,Benzodioxano,CCN(CC)C[C@H]1Oc2ccccc2O1,CC[NH+](CC)C[C@H]1Oc2ccccc2O1,63-01-4,,Distómero (R)-(+) del prosimpal. Su afinidad seis veces menor respecto al isómero (S) confirma los requerimientos tridimensionales rígidos en la interacción del nitrógeno protonado y el puente dioxánico con el bolsillo de unión alfa-adrenérgico.
QFDOS-088,Prazosina,Prazosin,Bloqueadores alfa-adrenergicos,Quinazolina,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,19216-56-9,CHEMBL2,"Antagonista alfa1 postsináptico potente y selectivo (quinazolina 4-amino-6,7-dimetoxilada sustituida con furoilpiperazina). Produce vasodilatación periférica sin provocar taquicardia refleja notable, ya que no bloquea los receptores alfa2 presinápticos y por tanto no eleva la liberación de noradrenalina. Fármaco hito en hipertensión e hiperplasia benigna de próstata."
QFDOS-089,Tolazolina,Tolazoline,Bloqueadores alfa-adrenergicos,Imidazolina,c1ccc(CC2=NCCN2)cc1,c1ccc(CC2=[NH+]CCN2)cc1,59-98-3,CHEMBL770,"2-bencil-4,5-dihidro-1H-imidazol. Antagonista alfa competitivo y vasodilatador periférico. Presenta una llamativa similitud estructural con la nafazolina (agonista): ambas son 2-imidazolinas con un metileno exocíclico, pero la nafazolina lleva 1-naftilo (agonista vasoconstrictor) y la tolazolina lleva fenilo (bloqueador vasodilatador), contradiciendo la regla general de que los antagonistas poseen restos más voluminosos."
QFDOS-090,Fentolamina,Phentolamine,Bloqueadores alfa-adrenergicos,Imidazolina,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Cc1ccc(N(CC2=[NH+]CCN2)c2cccc(O)c2)cc1,50-60-2,CHEMBL597,Antagonista alfa1/alfa2 competitivo no selectivo de tipo imidazolina. Potencia muy superior a la tolazolina gracias a los dos anillos aromáticos adicionales enlazados al nitrógeno. Fármaco diagnóstico de elección en el feocromocitoma: tras inyección intravenosa produce un descenso brusco de la presión arterial si existe exceso de catecolaminas circulantes.
QFDOS-091,Yohimbina,Yohimbine,Bloqueadores alfa-adrenergicos,Alcaloide indolico,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CC[NH+]3C[C@@H]2CC[C@@H]1O,146-48-5,CHEMBL15245,"Alcaloide indólico pentacíclico de Pausinystalia johimbe. Antagonista selectivo prototipo de los autorreceptores alfa2 presinápticos. Al bloquear la retroalimentación inhibidora normal, dispara masivamente la liberación de noradrenalina tanto a nivel simpático como en el locus coeruleus del SNC, elevando la presión arterial y la frecuencia cardíaca."
QFDOS-092,Fenoxibenzamina,Phenoxybenzamine,Bloqueadores alfa-adrenergicos,Beta-haloetilamina,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CC(COc1ccccc1)[NH+](CCCl)Cc1ccccc1,59-96-1,CHEMBL753,"Antagonista alfa irreversible no competitivo. Estructuralmente es una beta-haloetilamina terciaria que cicla espontáneamente in vivo expulsando cloruro para formar un catión aziridinio electrofílico reactivo. Este catión sufre ataque nucleófilo por grupos tiol o carboxilato del receptor alfa, alquilándolo covalentemente de forma irreversible (bloqueo prolongado durante días). Utilizada en feocromocitoma."
QFDOS-093,Aziridinio de fenoxibenzamina,Phenoxybenzamine aziridinium ion,Bloqueadores alfa-adrenergicos,Cation aziridinio,CC(COc1ccccc1)[N+]1(Cc2ccccc2)CC1,CC(COc1ccccc1)[N+]1(Cc2ccccc2)CC1,,,"Intermedio catiónico reactivo y especie biológicamente activa real de la fenoxibenzamina. Anillo cuaternario de tres eslabones altamente tensionado (60 grados) con fuerte electrofilia. Es atacado por residuos nucleofílicos del receptor alfa-adrenérgico mediante apertura estereoespecífica de anillo, formando el enlace covalente irreversible."
QFDOS-094,Carbidopa,Carbidopa,Biosintesis adrenergica,Catecolhidrazina,C[C@](NN)(Cc1ccc(O)c(O)c1)C(=O)O,C[C@](N[NH3+])(Cc1ccc(O)c(O)c1)C(=O)[O-],28860-95-9,CHEMBL1201236,"Inhibidor periférico de la L-DOPA descarboxilasa (AADC, aminoácido aromático descarboxilasa). Estructuralmente es el análogo alfa-hidrazínico de la alfa-metildopa: el grupo hidrazino (-NH-NH2) forma una base de Schiff / hidrazona irreversible con el cofactor piridoxal fosfato (PLP) inactivando la enzima. Se administra en combinación fija con levodopa (e.g., Sinemet) para suprimir su descarboxilación periférica prematura en tracto digestivo y plasma sanguíneo. Al ser una especie zwitteriónica altamente polar (TPSA 115.8 Å²), no atraviesa la barrera hematoencefálica (BHE) ni es sustrato de LAT1, confinando el bloqueo a la periferia y optimizando la fracción de levodopa libre que penetra al SNC. Eutómero (S)."
