id,nombre,nombre_en,tema,familia,cas,chembl_id,smiles_entrada,smiles_ph74,carga_neta_ph74,smiles_canonico,formula,mw,masa_exacta,carga_formal,logp,refractividad_molar,tpsa,hbd,hba,enlaces_rotables,atomos_pesados,anillos,anillos_aromaticos,fraccion_csp3,qed,estereocentros_cip,inchi,inchikey,lipinski_violaciones,cumple_lipinski,imagen,notas
QFDOS-011,(S)-Metacolina,(S)-Methacholine,Agonistas colinergicos,Ester de colina,,CHEMBL978,C[C@@H](C[N+](C)(C)C)OC(C)=O,C[C@@H](C[N+](C)(C)C)OC(C)=O,1,CC(=O)O[C@@H](C)C[N+](C)(C)C,C8H18NO2+,160.24,160.1332,1,0.64,44.13,26.3,0,2,3,11,0,0,0.875,0.447,C2:S,"InChI=1S/C8H18NO2/c1-7(11-8(2)10)6-9(3,4)5/h7H,6H2,1-5H3/q+1/t7-/m0/s1",NZWOPGCLSHLLPA-ZETCQYMHSA-N,0,Si,img/QFDOS-011_s_metacolina.png,Eutomero. El grupo beta-metilo confiere selectividad muscarinica (actividad nicotinica residual) y frena la hidrolisis por acetilcolinesterasa; resistente a butirilcolinesterasa. Base del test de provocacion bronquial con metacolina (se administra el racemico). ChEMBL almacena la metacolina sin estereoquimica (CHEMBL978)
QFDOS-012,Muscarina,Muscarine,Agonistas colinergicos,Alcaloide muscarinico,,CHEMBL12587,C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,1,C[C@@H]1O[C@H](C[N+](C)(C)C)C[C@H]1O,C9H20NO2+,174.26,174.1489,1,0.23,47.86,29.46,1,2,2,12,1,0,1.0,0.607,C2:S; C4:S; C11:R,"InChI=1S/C9H20NO2/c1-7-9(11)5-8(12-7)6-10(2,3)4/h7-9,11H,5-6H2,1-4H3/q+1/t7-,8-,9+/m0/s1",UQOFGTXDASPNLL-XHNCKOQMSA-N,0,Si,img/QFDOS-012_muscarina.png,L-(+)-muscarina (2S 4R 5S) de Amanita muscaria e Inocybe; agonista muscarinico prototipo que da nombre al receptor. Sin funcion ester: no es sustrato de colinesterasas y su accion es prolongada. Amonio cuaternario permanente: no atraviesa la BHE y el sindrome muscarinico es periferico (DUMBELS). Antidoto: atropina
QFDOS-013,Carbacol,Carbachol,Agonistas colinergicos,Carbamato de colina,,CHEMBL965,C[N+](C)(C)CCOC(N)=O,C[N+](C)(C)CCOC(N)=O,1,C[N+](C)(C)CCOC(N)=O,C6H15N2O2+,147.2,147.1128,1,-0.21,38.43,52.32,1,2,3,10,0,0,0.833,0.561,aquiral,"InChI=1S/C6H14N2O2/c1-8(2,3)4-5-10-6(7)9/h4-5H2,1-3H3,(H-,7,9)/p+1",VPJXQGSRWJZDOB-UHFFFAOYSA-O,0,Si,img/QFDOS-013_carbacol.png,"Bioisostero de la acetilcolina: el ester se sustituye por carbamato. El par libre del nitrogeno se deslocaliza sobre el carbonilo y rebaja su electrofilia, de modo que resiste la hidrolisis por acetilcolinesterasa y butirilcolinesterasa y la accion se prolonga. Sin metilo en beta: mantiene actividad muscarinica y nicotinica (agonista mixto) y ademas favorece la liberacion de acetilcolina. Uso topico oftalmico (miosis intraoperatoria, glaucoma); ATC S01EB02 y N07AB01. CAS del cloruro: 51-83-2. ChEMBL: CHEMBL965 es el cation y CHEMBL14 el cloruro"
QFDOS-014,Betanecol,Bethanechol,Agonistas colinergicos,Carbamato de colina,,CHEMBL1482,CC(C[N+](C)(C)C)OC(N)=O,CC(C[N+](C)(C)C)OC(N)=O,1,CC(C[N+](C)(C)C)OC(N)=O,C7H17N2O2+,161.22,161.1285,1,0.18,43.03,52.32,1,2,3,11,0,0,0.857,0.6,1 centro(s) sin definir,"InChI=1S/C7H16N2O2/c1-6(11-7(8)10)5-9(2,3)4/h6H,5H2,1-4H3,(H-,8,10)/p+1",NZUPCNDJBJXXRF-UHFFFAOYSA-O,0,Si,img/QFDOS-014_betanecol.png,"Combina las dos modificaciones del bloque: carbamato (resistencia a colinesterasas) mas metilo en beta (selectividad muscarinica). Resultado: agonista muscarinico selectivo sin actividad nicotinica apreciable y de accion prolongada, activo por via oral. Indicaciones clasicas: retencion urinaria no obstructiva y atonia gastrica o ileo paralitico. Se comercializa como racemico (cloruro, CAS 590-63-6) y por eso se almacena sin estereoquimica, igual que en ChEMBL; el estereocentro existe y el eutomero es el S, por analogia con la metacolina"
QFDOS-015,Atropina,Atropine,Antagonistas muscarinicos,Alcaloide tropanico,51-55-8,CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C17H23NO3,289.38,289.1678,0,1.93,79.96,49.77,1,4,4,21,3,1,0.588,0.861,C3:R; C6:S; C8:r | 1 centro(s) sin definir,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?",RKUNBYITZUJHSG-SPUOUPEWSA-N,0,Si,img/QFDOS-015_atropina.png,"Ester de tropina y acido tropico; antagonista competitivo no selectivo de los receptores muscarinicos M1-M5. Es la (+/-)-hiosciamina: el carbono alfa del acido tropico esta sin definir porque el alcaloide racemiza en la extraccion de Atropa belladonna; el eutomero es la (S)-(-)-hiosciamina y la actividad del racemico es aproximadamente la mitad. El anillo de tropano en si es aquiral por su plano de simetria. Amina terciaria (pKa ~9.4): a pH fisiologico predomina protonada pero la fraccion neutra basta para atravesar la BHE, de ahi el sindrome anticolinergico central a dosis altas. Antidoto del envenenamiento por muscarina y por inhibidores de colinesterasa"
QFDOS-016,Escopolamina,Scopolamine,Antagonistas muscarinicos,Alcaloide tropanico,51-34-3,,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C17H21NO4,303.36,303.1471,0,0.92,79.38,62.3,1,5,4,22,4,1,0.588,0.662,C3:R; C5:s; C9:S; C19:S; C20:S; C22:R,"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+/m1/s1",STECJAGHUSJQJN-FWXGHANASA-N,0,Si,img/QFDOS-016_escopolamina.png,"(-)-hioscina. Es la atropina con un epoxido 6,7 sobre el puente del tropano y un solo enantiomero (no racemiza). El epoxido rompe la simetria del biciclo y anade dos estereocentros. Mayor penetracion en SNC que la atropina pese a la TPSA superior: predominan los efectos centrales (sedacion, amnesia, antiemesis) frente a los perifericos. Uso en cinetosis por via transdermica. El derivado cuaternario butilescopolamina (Buscapina) no atraviesa la BHE y queda como antiespasmodico periferico"
QFDOS-017,Metilescopolamina,Methscopolamine,Antagonistas muscarinicos,Tropanico cuaternario,,CHEMBL376897,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C18H24NO4+,318.39,318.17,1,1.06,83.73,59.06,1,4,4,23,4,1,0.611,0.512,C4:R; C6:s; C10:S; C20:S; C21:S; C23:R,"InChI=1S/C18H24NO4/c1-19(2)14-8-12(9-15(19)17-16(14)23-17)22-18(21)13(10-20)11-6-4-3-5-7-11/h3-7,12-17,20H,8-10H2,1-2H3/q+1/t12-,13-,14-,15+,16-,17+/m1/s1",LZCOQTDXKCNBEE-IKIFYQGPSA-N,0,Si,img/QFDOS-017_metilescopolamina.png,"N-metilacion del nitrogeno tropanico de la escopolamina: amonio cuaternario de carga permanente. Pierde la fraccion neutra que permitia el paso por la BHE y queda como antimuscarinico periferico (antisecretor gastrico, antiespasmodico); absorcion oral baja y erratica. Ilustra el recurso general de cuaternizar una amina terciaria para confinar el efecto a la periferia. ATC A03BB03 y S01FA03. Se maneja como bromuro"
QFDOS-018,Genescopolamina,Scopolamine N-oxide,Antagonistas muscarinicos,N-oxido tropanico,,,C[N+]1([O-])[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C[N+]1([O-])[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0,C[N+]1([O-])[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C17H21NO5,319.36,319.142,0,0.93,81.17,82.12,1,5,4,23,4,1,0.588,0.386,C4:R; C6:s; C10:S; C20:S; C21:S; C23:R | 1 centro(s) sin definir,"InChI=1S/C17H21NO5/c1-18(21)13-7-11(8-14(18)16-15(13)23-16)22-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+,18?/m1/s1",GSYQNAMOFFWAPF-PPOBMCMBSA-N,0,Si,img/QFDOS-018_genescopolamina.png,"N-oxido de la escopolamina; alcaloide menor presente en Datura junto a la escopolamina. El N-oxido es un zwitterion neutro global mucho mas polar que la amina (TPSA muy superior) y no basico, de modo que no se protona ni penetra en SNC. Los N-oxidos de aminas terciarias se reducen in vivo a la amina de partida (flora intestinal y reductasas hepaticas), asi que se comporta como forma atenuada o precursora de la escopolamina. Estructura derivada mecanicamente de QFDOS-016 con RDKit; el mismo procedimiento aplicado a la atropina reproduce exactamente CHEMBL2146145, lo que valida el metodo. Sin entrada propia en ChEMBL; la correspondencia del nombre comercial Genescopolamina con el N-oxido se establece por analogia con Genatropina y conviene confirmarla"
QFDOS-019,Butilescopolamina,Butylscopolamine,Antagonistas muscarinicos,Tropanico cuaternario,,CHEMBL1618102,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1,CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,C21H30NO4+,360.47,360.2169,1,2.23,97.58,59.06,1,4,7,26,4,1,0.667,0.46,C7:R; C9:s; C13:S; C23:S; C24:S; C26:R | 1 centro(s) sin definir,"InChI=1S/C21H30NO4/c1-3-4-10-22(2)17-11-15(12-18(22)20-19(17)26-20)25-21(24)16(13-23)14-8-6-5-7-9-14/h5-9,15-20,23H,3-4,10-13H2,1-2H3/q+1/t15-,16-,17-,18+,19-,20+,22?/m1/s1",YBCNXCRZPWQOBR-WVHCHWADSA-N,0,Si,img/QFDOS-019_butilescopolamina.png,Butilbromuro de hioscina (Buscapina). Cuaternizacion con n-butilo en lugar de metilo: mismo confinamiento periferico que la metilescopolamina con mayor volumen en el nitrogeno. Antiespasmodico de musculo liso digestivo y genitourinario; biodisponibilidad oral muy baja y efecto tras administracion oral atribuido en parte a accion local. A dosis altas anade bloqueo ganglionar nicotinico. ATC A03BB01. Ojo estereoquimico: el nitrogeno cuaternario lleva cuatro sustituyentes distintos y es un centro estereogenico que ChEMBL deja sin definir; se conserva asi
QFDOS-020,Metilatropina,Methylatropine,Antagonistas muscarinicos,Tropanico cuaternario,,CHEMBL1187724,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C18H26NO3+,304.41,304.1907,1,2.08,84.3,46.53,1,3,4,22,3,1,0.611,0.684,C4:R; C7:S; C9:r | 1 centro(s) sin definir,"InChI=1S/C18H26NO3/c1-19(2)14-8-9-15(19)11-16(10-14)22-18(21)17(12-20)13-6-4-3-5-7-13/h3-7,14-17,20H,8-12H2,1-2H3/q+1/t14-,15+,16+,17?",PIPAJLPNWZMYQA-KNCRFDSUSA-N,0,Si,img/QFDOS-020_metilatropina.png,"Metonitrato o metilbromuro de atropina. Cuaternizacion de la atropina: antimuscarinico estrictamente periferico, usado como midriatico y antiespasmodico. Los dos metilos del nitrogeno son equivalentes por constitucion, de modo que el nitrogeno no es estereocentro (a diferencia de la butilescopolamina); persiste sin definir el carbono alfa del acido tropico, heredado del racemato. ATC A03BB02. Sales en ChEMBL: CHEMBL516476 (nitrato) y CHEMBL2146143 (bromuro)"
QFDOS-021,Genatropina,Atropine N-oxide,Antagonistas muscarinicos,N-oxido tropanico,,CHEMBL2146145,C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,0,C[N+]1([O-])[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C17H23NO4,305.37,305.1627,0,1.94,81.74,69.59,1,4,4,22,3,1,0.588,0.524,C4:R; C7:S; C9:r | 2 centro(s) sin definir,"InChI=1S/C17H23NO4/c1-18(21)13-7-8-14(18)10-15(9-13)22-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?,18?",HGWPFSBHDACWNL-LZYIFBDPSA-N,0,Si,img/QFDOS-021_genatropina.png,"N-oxido de atropina (aminoxido de atropina, Genatropina, Apitropin). Zwitterion neutro no basico y mucho mas polar que la atropina; se reduce in vivo a la amina terciaria, comportamiento tipico de N-oxido. Dos centros sin definir: el carbono alfa del acido tropico (racemato heredado) y el propio nitrogeno del N-oxido, que ChEMBL tampoco define. Sirve en clase para contrastar dos estrategias sobre el mismo nitrogeno: cuaternizar (carga permanente, efecto periferico irreversible) frente a oxidar (polar y reversible in vivo)"
QFDOS-022,Ipratropio,Ipratropium,Antagonistas muscarinicos,Tropanico cuaternario,,CHEMBL1621597,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,C20H30NO3+,332.46,332.222,1,2.85,93.51,46.53,1,3,5,24,3,1,0.65,0.666,C6:R; C9:S; C11:r | 2 centro(s) sin definir,"InChI=1S/C20H30NO3/c1-14(2)21(3)16-9-10-17(21)12-18(11-16)24-20(23)19(13-22)15-7-5-4-6-8-15/h4-8,14,16-19,22H,9-13H2,1-3H3/q+1/t16-,17+,18+,19?,21?",OEXHQOGQTVQTAT-BHIXFJMTSA-N,0,Si,img/QFDOS-022_ipratropio.png,"Bromuro de ipratropio (Atrovent). N-isopropil-N-metil sobre el tropano de la atropina: la cuaternizacion con isopropilo en vez de metilo aumenta el volumen y la lipofilia (logP 2.85 frente a 2.08 de la metilatropina) manteniendo la carga permanente. Broncodilatador antimuscarinico por via inhalatoria en EPOC y asma; la carga positiva limita la absorcion desde el pulmon y el paso por la BHE, de modo que el efecto queda confinado a la via aerea y los efectos sistemicos son minimos. Es el ejemplo de manual de diseno por confinamiento local. ATC R03BB01 y R01AX03. Igual que en la butilescopolamina el nitrogeno cuaternario es estereogenico y ChEMBL lo deja sin definir; se suma al carbono alfa del racemato heredado de la atropina"
QFDOS-023,Fisostigmina,Physostigmine,Anticolinesterasicos,Carbamato natural,57-47-6,CHEMBL94,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,0,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,C15H21N3O2,275.35,275.1634,0,1.77,78.32,44.81,1,4,1,20,3,1,0.533,0.848,C12:S; C18:R,"InChI=1S/C15H21N3O2/c1-15-7-8-17(3)13(15)18(4)12-6-5-10(9-11(12)15)20-14(19)16-2/h5-6,9,13H,7-8H2,1-4H3,(H,16,19)/t13-,15+/m1/s1",PIJVFDBKTWXHHD-HIFRSBDPSA-N,0,Si,img/QFDOS-023_fisostigmina.png,"(-)-fisostigmina o eserina, alcaloide del haba del Calabar (Physostigma venenosum). Inhibidor de acetilcolinesterasa de tipo pseudoirreversible: el carbamato carbamoila la serina del sitio esteratico y el complejo carbamoil-enzima se hidroliza en minutos, frente a los segundos del complejo acetilado con acetilcolina. Amina terciaria (no cuaternaria) y por tanto activa en SNC: antidoto del sindrome anticolinergico central. Configuracion 3aS 8aR; el enantiomero natural es el activo"
QFDOS-024,Neostigmina,Neostigmine,Anticolinesterasicos,Carbamato cuaternario,,CHEMBL278020,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,1,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,C12H19N2O2+,223.3,223.1441,1,1.94,65.72,29.54,0,2,2,16,1,1,0.417,0.717,aquiral,"InChI=1S/C12H19N2O2/c1-13(2)12(15)16-11-8-6-7-10(9-11)14(3,4)5/h6-9H,1-5H3/q+1",ALWKGYPQUAPLQC-UHFFFAOYSA-N,0,Si,img/QFDOS-024_neostigmina.png,"Simplificacion sintetica del farmacoforo de la fisostigmina: se conserva el carbamato sobre fenol y se sustituye todo el sistema policiclico por un trimetilamonio en meta, que reproduce la interaccion del nitrogeno con el sitio anionico. La carga permanente confina el efecto a la periferia (no atraviesa la BHE). Usos: miastenia gravis, reversion del bloqueo neuromuscular no despolarizante, ileo y retencion urinaria. Ademas de inhibir la colinesterasa tiene accion agonista nicotinica directa sobre la placa motora. ATC N07AA01. Se maneja como bromuro o metilsulfato"
QFDOS-025,Pralidoxima,Pralidoxime,Reactivadores de colinesterasa,Oxima cuaternaria,,CHEMBL1420,C[n+]1ccccc1C=NO,C[n+]1ccccc1C=NO,1,C[n+]1ccccc1C=NO,C7H9N2O+,137.16,137.0709,1,0.32,37.0,36.47,1,2,1,10,1,1,0.143,0.257,aquiral,"InChI=1S/C7H8N2O/c1-9-5-3-2-4-7(9)6-8-10/h2-6H,1H3/p+1",JBKPUQTUERUYQE-UHFFFAOYSA-O,0,Si,img/QFDOS-025_pralidoxima.png,"Reactivador de la acetilcolinesterasa fosforilada por organofosforados. El piridinio cuaternario ancla la molecula en el sitio anionico y coloca el oxima frente al fosforo unido a la serina; el ataque nucleofilo del oximato libera la enzima y genera un fosfonil-oxima. Debe administrarse pronto: una vez producido el envejecimiento (aging, desalquilacion del aducto) la reactivacion ya no es posible. Al ser cuaternaria no accede al SNC, limitacion que motiva las oximas de nueva generacion y obliga a asociar atropina. El isomero activo es el (E); ChEMBL almacena la oxima sin definir E/Z y aqui se conserva asi. ATC V03AB04. Se maneja como cloruro, yoduro o mesilato"
